point_id,region_id
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,2
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,2
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,2
119,2
120,1
121,1
122,1
123,1
124,3
125,1
126,3
127,1
128,3
129,3
130,3
131,1
132,1
133,1
134,1
135,3
136,1
137,1
138,1
139,3
140,1
141,1
142,2
143,3
144,3
145,3
146,3
147,3
148,3
149,3
150,3
151,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,3
160,3
161,3
162,3
163,3
164,3
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,3
175,3
176,3
177,3
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,3
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,3
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,3
212,3
213,3
214,3
215,3
216,3
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,3
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,3
240,1
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,1
251,3
252,3
253,3
254,3
255,1
256,1
257,1
258,1
259,2
260,1
261,1
262,1
263,1
264,1
265,1
266,3
267,3
268,3
269,3
270,3
271,3
272,3
273,3
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,3
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,3
298,3
299,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
307,1
308,1
309,3
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,3
323,1
324,3
325,3
326,3
327,3
328,1
329,1
330,1
331,1
332,1
333,1
334,3
335,1
336,3
337,3
338,3
339,3
340,3
341,3
342,3
343,3
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,3
353,3
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,3
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,3
380,3
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,3
395,3
396,3
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,3
407,3
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,3
423,3
424,3
425,3
426,3
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,3
440,3
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,3
453,3
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,3
469,3
470,3
471,3
472,3
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,3
488,3
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,3
501,2
502,3
503,3
504,3
505,3
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,3
518,3
519,1
520,1
521,1
522,1
523,3
524,3
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,3
533,3
534,3
535,3
536,3
537,3
538,3
539,3
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,3
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,3
562,3
563,3
564,3
565,3
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,3
578,1
579,1
580,1
581,1
582,1
583,2
584,3
585,3
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,3
594,1
595,3
596,3
597,3
598,3
599,3
600,1
601,1
