cell_id,cell
1,I06_0
2,I06_13
3,I06_28
4,I06_98
5,I06_116
6,I06_64
7,I06_48
8,I06_63
9,I06_114
10,I06_156
11,I06_88
12,I06_97
13,I06_134
14,I06_168
15,I06_180
16,I06_189
17,I06_158
18,H06_0
19,H06_5
20,H06_51
21,H06_11
22,H06_8
23,H06_41
24,H06_6
25,H06_9
26,H06_33
27,H06_7
28,H06_14
29,H06_13
30,H06_15
31,H06_17
32,H06_22
33,H06_16
34,H06_19
35,H06_20
36,H06_21
37,H06_37
38,H06_26
39,H06_24
40,H06_23
41,H06_27
42,H06_38
43,H06_28
44,H06_55
45,H06_31
46,H06_58
47,H06_29
48,H06_52
49,H06_65
50,H06_82
51,H06_87
52,H06_60
53,H06_36
54,H06_90
55,H06_48
56,H06_30
57,H06_74
58,H06_45
59,H06_62
60,H06_40
61,H06_104
62,H06_69
63,H06_111
64,H06_50
65,H06_71
66,H06_43
67,H06_34
68,H06_54
69,H06_76
70,H06_63
71,H06_53
72,H06_47
73,H06_109
74,H06_89
75,H06_84
76,H06_72
77,H06_78
78,H06_46
79,H06_83
80,H06_73
81,H06_79
82,H06_66
83,H06_81
84,H06_57
85,H06_119
86,H06_106
87,H06_70
88,H06_103
89,H06_91
90,H06_88
91,H06_80
92,H06_93
93,H06_85
94,H06_92
95,H06_86
96,H06_100
97,H06_108
98,H06_130
99,H06_99
100,H06_120
101,H06_102
102,H06_110
103,H06_136
104,H06_115
105,H06_77
106,H06_133
107,H06_112
108,H06_122
109,H06_124
110,H06_105
111,H06_125
112,H06_107
113,H06_114
114,H06_156
115,H06_113
116,H06_128
117,H06_132
118,H06_134
119,H06_121
120,H06_117
121,H06_118
122,H06_123
123,H06_146
124,H06_127
125,H06_144
126,H06_151
127,H06_137
128,H06_153
129,H06_131
130,H06_148
131,H06_129
132,H06_138
133,H06_126
134,H06_150
135,H06_140
136,H06_135
137,H06_145
138,H06_141
139,H06_147
140,H06_142
141,H06_139
142,H06_154
143,H06_149
144,H06_158
145,H06_155
146,H06_152
147,H06_157
148,H06_165
149,H06_164
150,H06_159
151,H05_0
152,H05_1
153,H05_9
154,H05_8
155,H05_40
156,H05_13
157,H05_11
158,H05_25
159,H05_27
160,H05_36
161,H05_21
162,H05_29
163,H05_68
164,H05_47
165,H05_30
166,H05_41
167,H05_26
168,H05_37
169,H05_89
170,H05_49
171,H05_39
172,H05_52
173,H05_48
174,H05_66
175,H05_102
176,H05_84
177,H05_46
178,H05_93
179,H05_80
180,H05_81
181,H05_88
182,H05_90
183,H05_77
184,H05_78
185,H05_83
186,H05_98
187,H05_82
188,H05_67
189,H05_50
190,H05_95
191,H05_108
192,H05_100
193,H05_105
194,H05_107
195,H05_79
196,H05_99
197,H05_69
198,H05_119
199,H05_92
200,H05_109
201,H05_96
202,H05_94
203,H05_118
204,H05_104
205,H05_122
206,H05_97
207,H05_112
208,H05_116
209,H05_113
210,H05_142
211,H05_114
212,H05_134
213,H05_147
214,H05_129
215,H05_127
216,H05_137
217,H05_138
218,H05_133
219,H05_128
220,H05_148
221,H05_143
222,H05_149
223,H05_146
224,H05_152
225,H05_153
226,I05_0
227,I05_5
228,I05_24
229,I05_9
230,I05_27
231,I05_8
232,I05_12
233,I05_10
234,I05_14
235,I05_13
236,I05_15
237,I05_2
238,I05_55
239,I05_47
240,I05_25
241,I05_19
242,I05_74
243,I05_18
244,I05_22
245,I05_34
246,I05_33
247,I05_36
248,I05_46
249,I05_71
250,I05_58
251,I05_59
252,I05_77
253,I05_70
254,I05_76
255,I05_69
256,I05_57
257,I05_94
258,I05_54
259,I05_108
260,I05_103
261,I05_100
262,I05_68
263,I05_75
264,I05_93
265,I05_92
266,I05_116
267,I05_109
268,I05_73
269,I05_121
270,I05_114
271,I05_101
272,I05_102
273,I05_107
274,I05_135
275,I05_149
276,I05_104
277,I05_113
278,I05_112
279,I05_123
280,I05_67
281,I05_133
282,I05_134
283,I05_158
284,I05_143
285,I05_132
286,I05_152
287,I05_145
288,I05_151
289,I05_160
290,I05_144
291,I05_156
292,I05_157
293,I05_146
294,I05_140
295,I05_155
296,H09_2
297,H09_0
298,H09_26
299,H09_29
300,H09_17
301,H09_34
302,H09_77
303,H09_6
304,H09_23
305,H09_27
306,H09_46
307,H09_25
308,H09_38
309,H09_39
310,H09_12
311,H09_11
312,H09_41
313,H09_8
314,H09_14
315,H09_20
316,H09_69
317,H09_68
318,H09_35
319,H09_28
320,H09_48
321,H09_16
322,H09_19
323,H09_40
324,H09_22
325,H09_5
326,H09_31
327,H09_37
328,H09_47
329,H09_24
330,H09_7
331,H09_30
332,H09_45
333,H09_42
334,H09_33
335,H09_3
336,H09_72
337,H09_32
338,H09_92
339,H09_44
340,H09_70
341,H09_74
342,H09_76
343,H09_43
344,H09_10
345,H09_100
346,H09_113
347,H09_95
348,H09_98
349,H09_84
350,H09_93
351,H09_115
352,H09_112
353,H09_96
354,H09_132
355,H09_133
356,H09_13
357,H09_49
358,H09_75
359,H09_111
360,H09_148
361,H09_152
362,H09_89
363,H09_102
364,H09_105
365,H09_109
366,H09_125
367,H09_138
368,H09_129
369,H09_131
370,H09_147
371,H09_130
372,H09_117
373,H09_137
374,H09_104
375,H09_120
376,H09_50
377,H09_160
378,H09_145
379,H09_106
380,H09_159
381,H09_157
382,H09_124
383,H09_141
384,H09_140
385,H09_171
386,H09_119
387,H09_118
388,H09_121
389,H09_154
390,H09_173
391,H09_122
392,H09_163
393,H09_139
394,H09_136
395,H09_143
396,H09_155
397,H09_170
398,H09_146
399,H09_144
400,H09_135
401,H09_169
402,H09_172
403,H09_168
404,H09_165
405,H09_156
406,H09_153
407,H09_126
408,H09_151
409,H09_179
410,H09_187
411,H09_167
412,H09_158
413,H09_177
414,H09_164
415,H09_166
416,H09_192
417,H09_206
418,H09_188
419,H09_195
420,H09_193
421,H09_182
422,H09_176
423,H09_194
424,H09_212
425,H09_205
426,H09_214
427,H09_183
428,H09_213
429,H09_191
430,H09_196
431,H09_198
432,H09_184
433,H09_202
434,H09_203
435,H09_217
436,H09_199
437,H09_207
438,H09_208
439,H09_209
440,H09_224
441,H09_221
442,H09_216
443,H09_220
444,H09_227
445,H09_210
446,H09_225
447,H09_229
448,H07_2
449,H07_0
450,H07_11
451,H07_9
452,H07_22
453,H07_4
454,H07_21
455,H07_1
456,H07_8
457,H07_26
458,H07_38
459,H07_16
460,H07_7
461,H07_15
462,H07_5
463,H07_10
464,H07_17
465,H07_28
466,H07_23
467,H07_27
468,H07_19
469,H07_18
470,H07_40
471,H07_20
472,H07_34
473,H07_59
474,H07_24
475,H07_36
476,H07_25
477,H07_31
478,H07_29
479,H07_43
480,H07_41
481,H07_39
482,H07_46
483,H07_32
484,H07_33
485,H07_52
486,H07_37
487,H07_45
488,H07_44
489,H07_47
490,H07_68
491,H07_51
492,H07_53
493,H07_56
494,H07_42
495,H07_74
496,H07_60
497,H07_64
498,H07_63
